compound_id,pdb_id,kinase,resolution_angstrom,year,log_kd,source,data_type,measurement_method,assay_type,measurement_value,measurement_unit,organism,bioassay_id,measurement_type,drug_name,ic50_nm,compound_name,ki_nm,log_ki,publication_year,authors
CHEMBL_001178,,PDGFRA,,2024.0,,ChEMBL,bioactivity,radiometric,Ki,1.9722,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001179,,PDGFRA,,2011.0,,ChEMBL,bioactivity,ELISA,EC50,1.9988,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001180,,PDGFRA,,2020.0,,ChEMBL,bioactivity,kinase_assay,Kd,2.09,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001181,,PDGFRA,,2013.0,,ChEMBL,bioactivity,fluorescence,IC50,1.9684,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001182,,PDGFRA,,2012.0,,ChEMBL,bioactivity,radiometric,Ki,2.0026,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001183,,PDGFRA,,2020.0,,ChEMBL,bioactivity,ELISA,EC50,2.147,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001184,,PDGFRA,,2017.0,,ChEMBL,bioactivity,kinase_assay,Kd,2.1735999999999995,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001185,,PDGFRA,,2011.0,,ChEMBL,bioactivity,fluorescence,IC50,1.9228,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001186,,PDGFRA,,2011.0,,ChEMBL,bioactivity,radiometric,Ki,2.1317999999999997,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001187,,PDGFRA,,2010.0,,ChEMBL,bioactivity,ELISA,EC50,2.166,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001188,,PDGFRA,,2015.0,,ChEMBL,bioactivity,kinase_assay,Kd,1.862,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001189,,PDGFRA,,2024.0,,ChEMBL,bioactivity,fluorescence,IC50,2.0102,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001190,,BRAF,,2021.0,,ChEMBL,bioactivity,fluorescence,IC50,21.384,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001191,,BRAF,,2019.0,,ChEMBL,bioactivity,radiometric,Ki,23.276,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001192,,BRAF,,2013.0,,ChEMBL,bioactivity,ELISA,EC50,21.252,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001193,,BRAF,,2020.0,,ChEMBL,bioactivity,kinase_assay,Kd,20.9,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001194,,BRAF,,2010.0,,ChEMBL,bioactivity,fluorescence,IC50,21.56,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001195,,BRAF,,2014.0,,ChEMBL,bioactivity,radiometric,Ki,24.376,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001196,,BRAF,,2024.0,,ChEMBL,bioactivity,ELISA,EC50,25.036,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001197,,BRAF,,2019.0,,ChEMBL,bioactivity,kinase_assay,Kd,21.076,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001198,,BRAF,,2022.0,,ChEMBL,bioactivity,fluorescence,IC50,23.408,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001199,,BRAF,,2021.0,,ChEMBL,bioactivity,radiometric,Ki,24.903999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001200,,BRAF,,2016.0,,ChEMBL,bioactivity,ELISA,EC50,23.803999999999995,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001201,,BRAF,,2018.0,,ChEMBL,bioactivity,kinase_assay,Kd,21.912,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001202,,BRAF,,2012.0,,ChEMBL,bioactivity,fluorescence,IC50,24.728,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001203,,BRAF,,2012.0,,ChEMBL,bioactivity,radiometric,Ki,22.528,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001204,,BRAF,,2020.0,,ChEMBL,bioactivity,ELISA,EC50,24.42,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001205,,BRAF,,2011.0,,ChEMBL,bioactivity,kinase_assay,Kd,22.704,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001206,,BRAF,,2021.0,,ChEMBL,bioactivity,fluorescence,IC50,24.683999999999997,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001207,,BRAF,,2018.0,,ChEMBL,bioactivity,radiometric,Ki,22.572,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001208,,BRAF,,2024.0,,ChEMBL,bioactivity,ELISA,EC50,23.936,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001209,,BRAF,,2024.0,,ChEMBL,bioactivity,kinase_assay,Kd,21.516,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001210,,BRAF,,2018.0,,ChEMBL,bioactivity,fluorescence,IC50,22.792,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001211,,BRAF,,2014.0,,ChEMBL,bioactivity,radiometric,Ki,21.516,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001212,,BRAF,,2021.0,,ChEMBL,bioactivity,ELISA,EC50,21.164,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001213,,BRAF,,2023.0,,ChEMBL,bioactivity,kinase_assay,Kd,24.991999999999997,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001214,,BRAF,,2021.0,,ChEMBL,bioactivity,fluorescence,IC50,21.384,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001215,,BRAF,,2017.0,,ChEMBL,bioactivity,radiometric,Ki,25.168,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001216,,BRAF,,2022.0,,ChEMBL,bioactivity,ELISA,EC50,24.068,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001217,,BRAF,,2015.0,,ChEMBL,bioactivity,kinase_assay,Kd,23.539999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001218,,BRAF,,2017.0,,ChEMBL,bioactivity,fluorescence,IC50,21.428,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001219,,BRAF,,2021.0,,ChEMBL,bioactivity,radiometric,Ki,24.243999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001220,,BRAF,,2011.0,,ChEMBL,bioactivity,ELISA,EC50,21.164,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001221,,BRAF,,2011.0,,ChEMBL,bioactivity,kinase_assay,Kd,21.164,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001222,,BRAF,,2015.0,,ChEMBL,bioactivity,fluorescence,IC50,21.119999999999997,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001223,,BRAF,,2012.0,,ChEMBL,bioactivity,radiometric,Ki,25.168,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001224,,BRAF,,2021.0,,ChEMBL,bioactivity,ELISA,EC50,22.704,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001225,,BRAF,,2023.0,,ChEMBL,bioactivity,kinase_assay,Kd,22.132,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001226,,BRAF,,2018.0,,ChEMBL,bioactivity,fluorescence,IC50,23.891999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001227,,BRAF,,2020.0,,ChEMBL,bioactivity,radiometric,Ki,22.880000000000003,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001228,,BRAF,,2011.0,,ChEMBL,bioactivity,ELISA,EC50,23.364,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001229,,BRAF,,2018.0,,ChEMBL,bioactivity,kinase_assay,Kd,21.252,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001230,,BRAF,,2012.0,,ChEMBL,bioactivity,fluorescence,IC50,25.85,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001231,,BRAF,,2014.0,,ChEMBL,bioactivity,radiometric,Ki,25.95,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001232,,BRAF,,2016.0,,ChEMBL,bioactivity,ELISA,EC50,25.55,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001233,,BRAF,,2019.0,,ChEMBL,bioactivity,kinase_assay,Kd,28.7,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001234,,BRAF,,2011.0,,ChEMBL,bioactivity,fluorescence,IC50,28.549999999999997,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001235,,BRAF,,2011.0,,ChEMBL,bioactivity,radiometric,Ki,25.8,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001236,,BRAF,,2015.0,,ChEMBL,bioactivity,ELISA,EC50,28.249999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001237,,BRAF,,2020.0,,ChEMBL,bioactivity,kinase_assay,Kd,24.5,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001238,,BRAF,,2016.0,,ChEMBL,bioactivity,fluorescence,IC50,27.049999999999997,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001239,,BRAF,,2012.0,,ChEMBL,bioactivity,radiometric,Ki,24.6,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001240,,BRAF,,2024.0,,ChEMBL,bioactivity,ELISA,EC50,27.449999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001241,,BRAF,,2019.0,,ChEMBL,bioactivity,kinase_assay,Kd,24.95,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001242,,BRAF,,2013.0,,ChEMBL,bioactivity,fluorescence,IC50,26.65,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001243,,BRAF,,2021.0,,ChEMBL,bioactivity,radiometric,Ki,26.3,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001244,,BRAF,,2020.0,,ChEMBL,bioactivity,ELISA,EC50,27.249999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001245,,BRAF,,2016.0,,ChEMBL,bioactivity,kinase_assay,Kd,25.05,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001246,,BRAF,,2012.0,,ChEMBL,bioactivity,fluorescence,IC50,24.6,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001247,,BRAF,,2023.0,,ChEMBL,bioactivity,radiometric,Ki,25.9,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001248,,BRAF,,2013.0,,ChEMBL,bioactivity,ELISA,EC50,25.65,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001249,,BRAF,,2013.0,,ChEMBL,bioactivity,kinase_assay,Kd,27.399999999999995,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001250,,BRAF,,2014.0,,ChEMBL,bioactivity,fluorescence,IC50,27.949999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001251,,BRAF,,2013.0,,ChEMBL,bioactivity,radiometric,Ki,24.9,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001252,,BRAF,,2022.0,,ChEMBL,bioactivity,ELISA,EC50,25.6,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001253,,BRAF,,2016.0,,ChEMBL,bioactivity,kinase_assay,Kd,24.8,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001254,,BRAF,,2015.0,,ChEMBL,bioactivity,fluorescence,IC50,28.499999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001255,,BRAF,,2020.0,,ChEMBL,bioactivity,radiometric,Ki,24.0,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001256,,BRAF,,2023.0,,ChEMBL,bioactivity,ELISA,EC50,26.15,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001257,,BRAF,,2018.0,,ChEMBL,bioactivity,kinase_assay,Kd,25.4,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001258,,BRAF,,2024.0,,ChEMBL,bioactivity,fluorescence,IC50,28.449999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001259,,BRAF,,2021.0,,ChEMBL,bioactivity,radiometric,Ki,27.799999999999997,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001260,,BRAF,,2010.0,,ChEMBL,bioactivity,ELISA,EC50,28.249999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001261,,BRAF,,2012.0,,ChEMBL,bioactivity,kinase_assay,Kd,25.1,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001262,,BRAF,,2023.0,,ChEMBL,bioactivity,fluorescence,IC50,26.9,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001263,,BRAF,,2020.0,,ChEMBL,bioactivity,radiometric,Ki,26.5,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001264,,BRAF,,2015.0,,ChEMBL,bioactivity,ELISA,EC50,25.5,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001265,,BRAF,,2016.0,,ChEMBL,bioactivity,kinase_assay,Kd,26.55,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001266,,BRAF,,2022.0,,ChEMBL,bioactivity,fluorescence,IC50,26.6,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001267,,BRAF,,2017.0,,ChEMBL,bioactivity,radiometric,Ki,28.6,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001268,,BRAF,,2022.0,,ChEMBL,bioactivity,ELISA,EC50,23.85,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001269,,BRAF,,2020.0,,ChEMBL,bioactivity,kinase_assay,Kd,27.499999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001270,,BRAF,,2015.0,,ChEMBL,bioactivity,fluorescence,IC50,25.0,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001271,,BRAF,,2020.0,,ChEMBL,bioactivity,radiometric,Ki,24.5,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001272,,BRAF,,2019.0,,ChEMBL,bioactivity,ELISA,EC50,27.699999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001273,,BRAF,,2020.0,,ChEMBL,bioactivity,kinase_assay,Kd,24.5,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001274,,BRAF,,2023.0,,ChEMBL,bioactivity,fluorescence,IC50,24.4,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001275,,BRAF,,2013.0,,ChEMBL,bioactivity,fluorescence,IC50,22.92,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001276,,BRAF,,2023.0,,ChEMBL,bioactivity,radiometric,Ki,22.92,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001277,,BRAF,,2015.0,,ChEMBL,bioactivity,ELISA,EC50,20.0,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001278,,BRAF,,2011.0,,ChEMBL,bioactivity,kinase_assay,Kd,21.839999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001279,,BRAF,,2024.0,,ChEMBL,bioactivity,fluorescence,IC50,22.56,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001280,,BRAF,,2023.0,,ChEMBL,bioactivity,radiometric,Ki,22.72,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001281,,BRAF,,2022.0,,ChEMBL,bioactivity,ELISA,EC50,20.28,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001282,,BRAF,,2011.0,,ChEMBL,bioactivity,kinase_assay,Kd,20.44,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001283,,BRAF,,2010.0,,ChEMBL,bioactivity,fluorescence,IC50,21.6,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001284,,BRAF,,2018.0,,ChEMBL,bioactivity,radiometric,Ki,22.92,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001285,,BRAF,,2015.0,,ChEMBL,bioactivity,ELISA,EC50,22.6,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001286,,BRAF,,2014.0,,ChEMBL,bioactivity,kinase_assay,Kd,19.36,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001287,,BRAF,,2018.0,,ChEMBL,bioactivity,fluorescence,IC50,22.92,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001288,,BRAF,,2019.0,,ChEMBL,bioactivity,radiometric,Ki,19.36,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001289,,BRAF,,2020.0,,ChEMBL,bioactivity,ELISA,EC50,20.6,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001290,,BRAF,,2017.0,,ChEMBL,bioactivity,kinase_assay,Kd,19.88,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001291,,BRAF,,2013.0,,ChEMBL,bioactivity,fluorescence,IC50,21.12,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001292,,BRAF,,2012.0,,ChEMBL,bioactivity,radiometric,Ki,22.28,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001293,,BRAF,,2013.0,,ChEMBL,bioactivity,ELISA,EC50,20.12,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001294,,BRAF,,2012.0,,ChEMBL,bioactivity,kinase_assay,Kd,22.68,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001295,,BRAF,,2023.0,,ChEMBL,bioactivity,fluorescence,IC50,19.52,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001296,,BRAF,,2024.0,,ChEMBL,bioactivity,radiometric,Ki,21.959999999999997,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001297,,BRAF,,2024.0,,ChEMBL,bioactivity,ELISA,EC50,22.959999999999997,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001298,,BRAF,,2022.0,,ChEMBL,bioactivity,kinase_assay,Kd,19.48,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001299,,BRAF,,2011.0,,ChEMBL,bioactivity,fluorescence,IC50,20.04,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001300,,BRAF,,2016.0,,ChEMBL,bioactivity,radiometric,Ki,21.44,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001301,,BRAF,,2015.0,,ChEMBL,bioactivity,ELISA,EC50,20.2,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001302,,BRAF,,2019.0,,ChEMBL,bioactivity,kinase_assay,Kd,19.36,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001303,,BRAF,,2016.0,,ChEMBL,bioactivity,fluorescence,IC50,20.04,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001304,,BRAF,,2018.0,,ChEMBL,bioactivity,radiometric,Ki,20.52,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001305,,BRAF,,2018.0,,ChEMBL,bioactivity,ELISA,EC50,20.52,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001306,,BRAF,,2021.0,,ChEMBL,bioactivity,kinase_assay,Kd,19.84,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001307,,BRAF,,2013.0,,ChEMBL,bioactivity,fluorescence,IC50,22.519999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001308,,BRAF,,2022.0,,ChEMBL,bioactivity,radiometric,Ki,20.08,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001309,,BRAF,,2014.0,,ChEMBL,bioactivity,ELISA,EC50,21.76,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001310,,BRAF,,2013.0,,ChEMBL,bioactivity,kinase_assay,Kd,21.520000000000003,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001311,,BRAF,,2024.0,,ChEMBL,bioactivity,fluorescence,IC50,20.16,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001312,,BRAF,,2013.0,,ChEMBL,bioactivity,radiometric,Ki,22.319999999999997,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001313,,BRAF,,2011.0,,ChEMBL,bioactivity,ELISA,EC50,21.24,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001314,,BRAF,,2014.0,,ChEMBL,bioactivity,kinase_assay,Kd,21.559999999999995,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001315,,BRAF,,2012.0,,ChEMBL,bioactivity,fluorescence,IC50,22.28,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001316,,BRAF,,2020.0,,ChEMBL,bioactivity,radiometric,Ki,21.6,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001317,,BRAF,,2011.0,,ChEMBL,bioactivity,ELISA,EC50,19.84,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001318,,BRAF,,2022.0,,ChEMBL,bioactivity,kinase_assay,Kd,21.879999999999995,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001319,,BRAF,,2017.0,,ChEMBL,bioactivity,fluorescence,IC50,26.712,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001320,,BRAF,,2017.0,,ChEMBL,bioactivity,radiometric,Ki,30.632,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001321,,BRAF,,2014.0,,ChEMBL,bioactivity,ELISA,EC50,31.023999999999997,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001322,,BRAF,,2015.0,,ChEMBL,bioactivity,kinase_assay,Kd,28.0,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001323,,BRAF,,2022.0,,ChEMBL,bioactivity,fluorescence,IC50,31.472,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001324,,BRAF,,2021.0,,ChEMBL,bioactivity,radiometric,Ki,29.736,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001325,,BRAF,,2024.0,,ChEMBL,bioactivity,ELISA,EC50,26.824,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001326,,BRAF,,2019.0,,ChEMBL,bioactivity,kinase_assay,Kd,30.464,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001327,,BRAF,,2024.0,,ChEMBL,bioactivity,fluorescence,IC50,28.504,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001328,,BRAF,,2020.0,,ChEMBL,bioactivity,radiometric,Ki,30.799999999999997,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001329,,BRAF,,2022.0,,ChEMBL,bioactivity,ELISA,EC50,30.911999999999995,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001330,,BRAF,,2022.0,,ChEMBL,bioactivity,kinase_assay,Kd,28.672,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001331,,BRAF,,2015.0,,ChEMBL,bioactivity,fluorescence,IC50,31.08,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001332,,BRAF,,2011.0,,ChEMBL,bioactivity,radiometric,Ki,29.456000000000003,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001333,,BRAF,,2012.0,,ChEMBL,bioactivity,ELISA,EC50,30.632,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001334,,BRAF,,2013.0,,ChEMBL,bioactivity,kinase_assay,Kd,28.168,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001335,,BRAF,,2011.0,,ChEMBL,bioactivity,fluorescence,IC50,28.616,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001336,,BRAF,,2024.0,,ChEMBL,bioactivity,radiometric,Ki,27.384,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001337,,BRAF,,2024.0,,ChEMBL,bioactivity,ELISA,EC50,28.224,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001338,,BRAF,,2024.0,,ChEMBL,bioactivity,kinase_assay,Kd,32.144,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001339,,BRAF,,2010.0,,ChEMBL,bioactivity,fluorescence,IC50,31.639999999999997,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001340,,BRAF,,2024.0,,ChEMBL,bioactivity,radiometric,Ki,31.583999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001341,,BRAF,,2012.0,,ChEMBL,bioactivity,ELISA,EC50,31.472,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001342,,BRAF,,2011.0,,ChEMBL,bioactivity,kinase_assay,Kd,29.176,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001343,,BRAF,,2011.0,,ChEMBL,bioactivity,fluorescence,IC50,29.176,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001344,,BRAF,,2013.0,,ChEMBL,bioactivity,radiometric,Ki,28.168,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001345,,BRAF,,2020.0,,ChEMBL,bioactivity,ELISA,EC50,30.519999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001346,,BRAF,,2011.0,,ChEMBL,bioactivity,kinase_assay,Kd,28.336,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001347,,BRAF,,2024.0,,ChEMBL,bioactivity,fluorescence,IC50,31.583999999999996,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001348,,BRAF,,2021.0,,ChEMBL,bioactivity,radiometric,Ki,28.896,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001349,,BRAF,,2023.0,,ChEMBL,bioactivity,ELISA,EC50,28.448,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001350,,BRAF,,2014.0,,ChEMBL,bioactivity,kinase_assay,Kd,27.664,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001351,,BRAF,,2012.0,,ChEMBL,bioactivity,fluorescence,IC50,29.512,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001352,,BRAF,,2021.0,,ChEMBL,bioactivity,radiometric,Ki,31.976,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001353,,BRAF,,2011.0,,ChEMBL,bioactivity,fluorescence,IC50,21.508,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001354,,BRAF,,2023.0,,ChEMBL,bioactivity,radiometric,Ki,19.114,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001355,,BRAF,,2012.0,,ChEMBL,bioactivity,ELISA,EC50,18.506,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001356,,BRAF,,2012.0,,ChEMBL,bioactivity,kinase_assay,Kd,20.596,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001357,,BRAF,,2017.0,,ChEMBL,bioactivity,fluorescence,IC50,19.456,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001358,,BRAF,,2014.0,,ChEMBL,bioactivity,radiometric,Ki,20.292,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001359,,BRAF,,2023.0,,ChEMBL,bioactivity,ELISA,EC50,21.394,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001360,,BRAF,,2011.0,,ChEMBL,bioactivity,kinase_assay,Kd,18.848,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001361,,BRAF,,2016.0,,ChEMBL,bioactivity,fluorescence,IC50,18.278,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001362,,BRAF,,2018.0,,ChEMBL,bioactivity,radiometric,Ki,19.304,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001363,,BRAF,,2019.0,,ChEMBL,bioactivity,ELISA,EC50,19.912,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001364,,BRAF,,2019.0,,ChEMBL,bioactivity,kinase_assay,Kd,18.202,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001365,,BRAF,,2018.0,,ChEMBL,bioactivity,fluorescence,IC50,18.924,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001366,,BRAF,,2012.0,,ChEMBL,bioactivity,radiometric,Ki,19.076,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001367,,BRAF,,2013.0,,ChEMBL,bioactivity,ELISA,EC50,19.304,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001368,,BRAF,,2015.0,,ChEMBL,bioactivity,kinase_assay,Kd,20.709999999999997,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001369,,BRAF,,2021.0,,ChEMBL,bioactivity,fluorescence,IC50,19.798,nM,Homo_sapiens,,,,,,,,,
CHEMBL_001370,,BRAF,,2012.0,,ChEMBL,bioactivity,radiometric,Ki,21.546,nM,Homo_sapiens,,,,,,,,,
